
ARPANET	ˈɑɹ.pəˌnɛt
interracial	ˌɪntəˈɹeɪʃəl
intersect	ɪntɚˈsɛkt
intersperse	ɪntə(ɹ)ˈspɜː(ɹ)s
intervale	ˈɪntə(ɹ)veɪl
interviewer	ˈɪntɚvjuɚ
into	ˈɪn.tuː
intractable	ɪnˈtɹæk.tə.bəl
intratribal	ˌɪntɹəˈtɹaɪbəl
intriguer	ɪnˈtɹiːɡə
introitus vaginæ	ɪnˈtɹəʊ.ɪtəs vəˈdʒaɪniː
intruder	ənˈtɹudɚ
inutterable	ɪnˈʌtəɹəbl̩
invasive	-zɪv
inventrix	ɪnˈvɛntɹɪks
investigation	ɪnˌvɛstəˈɡeɪʃən
invigorate	ɪnˈvɪɡəɹeɪt
invited	ɪnˈvaɪtɪd
involuntarily	ɪnˌvɑlənˈtɛɹɪli
iolite	ˈaɪəˌlaɪt
ionization	ˌaɪənɪˈzeɪʃən
ipsapirone	ˌɪpsəˈpaɪɹəʊn
ire	aɪɹ
iridium	ɪˈɹɪd.i.əm
irksome	ˈɚksəm
irreducible	ˌɪɹɪˈdjuːsɪbəl
irreligion	ˌɪɹ.ɪˈlɪdʒ.ən
irrespirable	ɪɹɪˈspaɪɹəbəl
irritant	ˈɪɹɪtənt
ischium	ˈɪskɪəm
isn&#039;t	ˈɪzənt
isogonal	ʌɪˈsɒɡənəl
isoleucyl	ˌaɪ.sə.ˈlu.sɪl
isoproterenol	ˌʌɪ.səʊ.pɹəʊ.təˈɹiː.nɒl
isotretinoin	ˌʌɪ.sə(ʊ).tɹəˈtɪn.əʊ.ɪn
it&#039;s about time	ɪts əˈbaʊt taɪm
italicization	ɪˌtælɪsaɪˈzeɪʃən
iterate	ˈaɪtəɹeɪt
ithyphallic	ˌɪθɪˈfælɪk
ivories	ˈaɪvəɹiːz
j	dʒeɪ
jack	dʒæk
jackbooted	ˈd͡ʒækbuːtɪd
jackpudding	dʒæk.ˈpʊd.ˌɪŋ
jaded	ˈdʒeɪdɪd
jaggery	ˈdʒæɡɹi
jailbreak	ˈdʒeɪlˌbɹeɪk
jakes	dʒeɪks
jambeau	ˈdʒæm.boʊ
jammy	ˈdʒæmi
jape	d͡ʒeɪp
jargonelle	dʒɑːɡəˈnɛl
jass	jas
jaw	d͡ʒɔː
jazzed	dʒæzd
jeans	d͡ʒiːnz
jeer	dʒɪə(ɹ)
jentacular	dʒɛnˈtækjʊlə
jerry	ˈdʒɛɹi
jessant	ˈdʒɛsənt
jetting	ˈdʒɛtɪŋ
jeweler	ˈdʒuːələ
jibber	ˈdʒɪbə(ɹ)
jiggered	ˈdʒɪɡəd
jihad	dʒɪˈhæd
jilting	ˈdʒɪltɪŋ
jinx	dʒɪŋks
jizz	ˈdʒɪz
jobsworth	-wəθ
jodhpur	ˈd͡ʒɒdpə(ɹ)
join	ˈdʒɔɪn
joke	dʒəʊk
jolt	dʒəʊlt
jostle	ˈdʒɒs.əl
jousting	ˈdʒaʊstɪŋ
joy	dʒɔɪ
jubilantly	ˈdʒuː.bə.lənt.li
judicious	dʒuˈdɪʃ.əs
jugg	d͡ʒʊɡ
jugulodigastric	ˌdʒʌɡ.jəl.oʊ.daɪˈɡæ.stɹɪk
juke	d͡ʒuːk
jumps	dʒʌmps
jungle	ˈdʒʌŋ.ɡ(ə)l
junto	ˈdʒʊn.təʊ
jurisconsult	ˌdʒʊəɹɪsˈkɒnsʌlt
justificatory	ˈdʒʌstɨfəˌkeɪt(ə)ɹi
juxtology	ˈd͡ʒʌkstɑlədʒi
kabeljou	ˈkɑːbəljaʊ
kaizen	ˈkaɪˌzɛn
kakistocracy	kakɪˈstɒ-
kaleidoscopic	kəˌlaɪdəˈskɒpɪk
kamaʻaina	ˌkɑməˈaɪnə
kampung spirit	ˈkʌmpɔːŋ ˈspɪɹɪt
kangri	ˈkæŋɡɹi
kantar	kənˈtɑ
kaph	kæf
karate	kəˈɹɑː.teɪ
karozzin	kəˈɹɒtsɪn
kasern	kəˈsɝn
katakana	ˌkɑtəˈkɑːnə
kayaktivism	kaɪˈæk.tɪ.vɪ.zəm̩
kea	kɪə
keek	kiːk
keenly	ˈkiːnli
kek	kɛk
kelt	kɛlt
kena	kəna
kenning	ˈkɛnɪŋ
keratin	ˈkɛrətɪn
kerchief	ˈkɝ.tʃif
kern	kɜːn
ket	kɛt
ketorolac	kiːˈtɔɹ.əˌlæk
khan	kɑːn
khichdi	ˈkɪt͡ʃdi
khutor	ˈkuːtɔː(ɹ)
kiasu	ˈkɪɑ̃ˈsuː
kick the bucket	ˈkɪk ðə ˈbʌkɪt
kiddie	ˈkɪdi
kiki	ˈkiːkiː
killjoy	ˈkɪlˌdʒɔɪ
kilometre	kɪˈlɒmɪtə
kimnel	ˈkɪmnəl
kindergarten	ˈkɪndəɹˌɡɑːɹd(ə)n
kinematics	ˌkɪnəˈmætɪks
kingfisher	ˈkɪŋˌfɪʃə
kininogen	kaɪˈnɪn.əd͡ʒ.ən
kipfel	ˈkɪp.fəl
kirk	kɜːk
kishke	ˈkɪʃkə
kitty	ˈkɪti
klatsch	klætʃ
kleptogenesis	ˌklɛptəʊˈd͡ʒɛnɪsɪs
klipspringer	ˈklɪpˌsprɪŋə
klutzish	ˈklʌtsɪʃ
knavery	ˈneɪvəɹi
kneeling	ˈniːlɪŋ
knightly	ˈnaɪtli
knive	naɪv
knock up	nɒk ʌp
knowable	ˈnoʊəbl̩
knucklehead	ˈnʌkl̩ˌhɛd
kob	kɒb
koi	kɔɪ
kokoro	ˈkoʊkəˌɹoʊ
korephile	ˈkɔɹɪfaɪl
kotow	ˈkoʊˈtaʊ
kozachok	ˌkɑːzəˈtʃɒk
kratom	ˈkɹeɪ̯təm
krill	kɹɪl
krupuk	ˈkrʊ.pʊʔ
kubasa	ˈkubəsɑ
kugel	ˈkuːɡəl
kumara	ˈkuːməɹə
kvetch	kvɛt͡ʃ
lab coat	ˈlæb ˌkəʊt
labile	ˈleɪbaɪl
laboured	ˈleɪ.bɚd
labret	lɒˈbreɪ
laced	leɪst
laciniate	ləˈsɪn.i.ət
lactation	lækˈteɪʃən
lacy	ˈleɪ.si
ladies	ˈleɪdiz
ladyship	ˈleɪ.di.ʃɪp
lageniform	ləˈdʒɛnəfɔɹm
lagopus	ləˈɡəʊpəs
laical	ˈleɪ.ɪkəl
laisse	leɪs
laker	ˈleɪkə(ɹ)
lambaste	læmˈbæst
lamentful	ləˈmɛntfʊl
lamination	ˌlæm.əˈneɪ.ʃən
land	lænd
landfolk	ˈlandˌfəʊk
lane	leɪn
langth	ˈlæŋ(k)θ
langure	ˈlæŋɡjʊə(ɹ)
lanugo	ləˈnjuːɡəʊ
lapidary	ˈlæpɪdəɹi
lapsing	ˈlæpsɪŋ
lapwing	ˈlæpwɪŋ
lardo	ˈlɑɹ.doʊ
larva	ˈlɑː.və
lascious	ˈlæʃəs
lass	læs
last mile	ˌlæst-
latch	lætʃ
lath	læθ
latten	ˈlætən
laud	lɔːd
laugh	laːf
launcher	ˈlɔːntʃ.ə
laureation	ˌlɔːɹiˈeɪʃən
lauriat	ˈlaʊ̯ɾɪɐt
lav	læv
laveer	ləˈvɪə(ɹ)
law unto oneself	-ˈʌntə-
laxative	ˈlæk.sə.tɪv
layman	ˈleɪmən
lazy	ˈleɪzi
leachate	ˈliːt͡ʃeɪt
leading	ˈliːdɪŋ
leafed	liːft
leaked	liːkt
leany	ˈliːni
learner	ˈlɜɹnəɹ
least weasel	ˈliːst ˈwiːz(ə)l
leave someone on read	ɹɛd
lecky	ˈlɛki
lecturer	ˈlɛktʃəɹɚ
leech	liːtʃ
leesy	ˈliː.zi
left turn	ˌlɛf(t) ˈtɜːn
legalist	ˈli.ɡəl.ɪst
leger	ˈlɛdʒə(ɹ)
legicide	ˈlɛ.dʒɪˌsaɪd
leigh	liː
leitmotif	ˈlaɪt.məʊˌtiːf
lemniscatic	ˌlɛmnɪˈskætɪk
lepidote	ˈlɛpɪdoʊt
leprostatic	lɛprəˈstætɪk
les	lɛz
lese	liːz
less	lɛs
lesson	ˈlɛsn̩
letters	ˈlɛtɚz
leucodermic	luːkəˈdɜːmɪk
leukoerythroblastosis	ˌluːkəʊɪˌɹɪθɹəʊblæsˈtəʊsɪs
levin	ˈlɛvɪn
levofloxacin	ˌli.voʊˈflɑk.səs.ɪn
lewdness	ˈluːdnəs
lexigraph	ˈlɛksɪˌɡɹæf
lezzer	ˈlɛzɚ
liaise	liːˈeɪz
libate	laɪˈbeɪt
liberator	ˈlɪbəɹeɪtə(ɹ)
libra	ˈlaibrə
lich	lɪtʃ
licorice	ˈlɪ.k(ə).ɹɪs
lifeboat	ˈlaɪfˌbəʊt
lift	lɪft
ligature	ˈlɪɡətʃɚ
lighten	ˈlaɪ.tən
lights-out	ˈlaɪts.aʊt
likewise	ˈlaɪkˌwaɪz
lily	ˈlɪli
limbed	lɪmd
limerence	ˈlɪməɹəns
limitation	lɪmɪˈteɪʃən
limp	lɪmp
line up	laɪn.ˈʌp
liner	ˈlaɪnə
lingering	ˈlɪŋɡɹɪŋ
linguister	ˈlɪŋɡwɪstə(ɹ)
lino	ˈlaɪnəʊ
lint	lɪnt
lionize	ˈlaɪənaɪz
lipoid	ˈlɪpɔɪd
liquefy	ˈlɪkwɪfaɪ
lispy	ˈlɪspi
listicle	ˈlɪstɪkl̩
litchi	ˈliːt͡ʃiː
literati	ˌlɪt.əˈɹɑː.tiː
lithe	laɪð
lithotripsy	ˈlɪθ.əˌtɹɪp.si
litotical	laɪˈtɒtɪkəl
little green man	ˌlɪtəl ˈɡɹin ˌmæn
live box	ˈlaɪvˌbɒks
liveliness	ˈlaɪvlinəs
liverwort	ˈlɪv.ə.wɜːt
llanero	ljɑːˈnɛːɹəʊ
loader	ˈloʊdɚ
loath	ləʊθ
lobelia	loʊˈbiːliə
locale	ləʊˈkɑːl
lochia	ˈlɒ.kɪ.ə
locks	lɑks
locum	ˈləʊkəm
lodged	lɑd͡ʒd
logge	ˈloʊd͡ʒeɪ
logistic	lɒdʒˈɪs.tɪk
logomachy	ləʊˈɡɒ.mə.kɪ
lollapalooza	ˌlɑləpəˈluzə
long	ˈlɒŋ
longanimity	lɒŋɡəˈnɪmɪti
longhand	ˈlɒŋˌhænd
longitude	-tʃuːd
longus capitis	ˌlɔŋ.ɡəs ˈkæp.ɪt.ɪs
look	lʊk
lookout	ˈlʊkaʊt
looped	luːpt
looser	ˈluːsə
lopolith	lɒpəliθ
lorchel	ˈlɔː(ɹ)kəl
losenger	ˈlɒzɪndʒə(ɹ)
lotiform	ˈləʊtɪfɔː(ɹ)m
loud	laʊd
loupe	luːp
lovanenty	ləʊ.vəˈnɛn.ti
loved	lʌvd
loverboy	ˈlʌvɚˌbɔɪ
lowing	ˈləʊɪŋ
loy	lɔɪ
luan	ˈlu(w)ɑn
lubricity	luːˈbɹɪsɪti
luckily	ˈlʌkəli
ludic	ˈluː.dɪk
lues	ˈluːiːz
lugubrious	lʊˈɡ(j)uː.bɹi.əs
lul	lʌl
lumbago	lʌmˈbeɪɡəʊ
lumine	ˈluːmɪn
lumpy	ˈlʌmpi
lunation	luːˈneɪʃən
lung	ˈlʌŋ
lunt	lʌnt
lupus	ˈluːpəs
lusitropy	luˈsɪ.tɹəp.i
lustre	ˈlʌstə
lutetium	ljuːˈtiːʃiəm
luxuriate	lʌɡˈʒʊəɹ.i.eɪt
lychee	laɪ̯ˈt͡ʃiː
lye	laɪ
lymphadenoma	lɪmfædəˈnoʊmə
lymphonodus	ˌlɪm.fəˈnoʊ.dəs
lyonnaise	ˌlaɪ.əˈneɪz
lysergide	lɪˈsɝˌdʒaɪd
maar	mɑː
machiam	mʌtʃɪʌm
machinery	məˈʃiːnəɹi
mack	mæk
macrencephaly	ˌmækroʊɛnˈsɛfəli
macron	ˈmeɪkɹɒn
mactate	mækˈteɪt
madame	ˈmæ.dəm
madding	ˈmædɪŋ
madge	mæd͡ʒ
madrepore	ˈmædɹɪpɔː(ɹ)
maenad	ˈmiː.næd
maftir	məfˈtiːɹ
mage	meɪdʒ
maggoty	ˈmæɡəti
magically	ˈmædʒɪkli
maglev	ˈmæɡ.lɛv
magnanimous	mæɡˈnæn.ɪ.məs
magneto	maɡˈniːtəʊ
magnolia	ˌmæɡˈnoʊ.li.ə
maguro	məˈɡuːɹəʊ
mai tu liao	ˈmaɪ tʊ ˈlɪɑʊ
maieutic	meɪˈjuːtɪk
mainprize	ˈmeɪnpɹaɪz
make out	meɪk aʊt
making	ˈmeɪkɪŋ
malaise	mæˈleɪz
malaxable	məˈlæksəbəl
malcontent	ˈmal.kən.tɛnt
maleficent	məˈlɛf.ɪ.sənt
mali	ˈmɑːli
malignify	məˈlɪɡnɪfaɪ
mallgoth	ˈmɔːlɡɒθ
malvasia	ˌmalvəˈsɪə
mambo	ˈmɑmboʊ
mammillary	ˈmamɪləɹi
man	mæn
manacle	ˈmænək(ə)l
manchette	mɒ̃ˈʃɛt
mand	mɑːnd
mandate	ˈmændeɪt
mandylion	mɑnˈdɪlɪən
mangorita	ˌmæŋɡəʊɹˈiː.tə
maniac	ˈmeɪniˌæk
manifer	-fɛɚ
manilio	məˈnɪljəʊ
mannerliness	ˈmænəɹlinəs
manque	mɒŋˈkeɪ
mantel	ˈmæn.təl
manual reversion	ˈman.j(ʊ)əl ɹɪˈvɜːʃən
manumit	mænjʊˈmɪt
many	ˈmɛni
map	mæp
mar	mɑː(ɹ)
maraschino	ˌmæɹ.əˈskiː.nəʊ
marcher	ˈmɑːtʃə
mareel	ˈmɑːɹiːl
marginal	ˈmɑːˌdʒɪn.əl
margravine	ˈmɑːɡɹəviːn
marigold	ˈmæɹ.ɪˌɡəʊld
marine	məˈɹiːn
marish	ˈmaɹɪʃ
marked	ˈmɑːkɪd
marking	ˈmɑɹkɪŋ
marlite	ˈmɑː(ɹ)laɪt
marmot	ˈmɑɹ.mət
marquess	ˈmɑː.kwɪs
married	ˈmæɹ.ɪd
marsh	mɑɹʃ
mart	mɑɹt
maru	ˈmaɹuː
mascaron	ˈmæskəˌɹɒn
mash tun	ˈmæʃ tʌn
maskless	ˈmæskləs
masoret	məˈzɔːɹɪt
massacre	ˈmæs.ə.kɚ
massymore	ˈmæ.sɪ.mɔː
masterpiece	ˈmæstɚˌpis
mastigophorous	ˌmæstɪˈɡɒf(ə)ɹəs
masu	ˈmasuː
matcha	ˈmæ.tʃə
mateotechny	ˈmeɪ.ti.əʊ.ˌtɛk.ni
maternity	məˈtɜː(ɹ)nɪti
mathlete	ˈmæθliːt
matriarch	ˈmeɪtɹɪˌɑːk
matrix	ˈmeɪtɹɪks
matte	mæt
mattock	ˈmætək
maudlin	ˈmɔːd.lɪn
mavrodaphne	mævɹəˈdæfni
maximum	ˈmæksɪməm
mayblossom	ˈmeɪˌblɒsəm
maying	ˈmeɪɪŋ
mayoralty	ˈmɛə.ɹəl.ti
me fein	meː ˈfeːn
meadowsweet	ˈmɛdəʊswiːt
mealworm	ˈmiːlˌwɜː(ɹ)m
meantime	ˈmiːntaɪm
measuring	ˈmɛʒ.ə.ɹɪŋ
mecamylamine	ˌmɛk.əˈmɪl.əˌmiːn
mechanotherapy	ˌmɛkənəʊˈθɛɹəpi
medallion	məˈdæljən
mediatic	ˌmiːdiˈætik
medicament	məˈdɪkəmənt
medieval	mɪd.ˈiː.vəl
mediterranean sea	ˌmɛ.dɪ.təˈɹeɪ.nɪ.ən ˈsiː
mediævaldom	miːdɪˈiːvəldəm
medullary	ˈmɛd͡ʒulɛɹi
meem	miːm
meets	miːts
megadose	meɡədəʊs
megameter	ˈmɛɡəˌmiːtə(ɹ)
megaton	ˈmɛɡəˌtʌn
meitnerium	maɪtˈnɪəɹi.əm
melanin	ˈmɛlənɪn
mele	ˈmeɪleɪ
melisma	məˈlɪzmə
melodramatic	ˌmɛl.əʊ.dɹəˈmæt.ɪk
membrane	ˈmɛm.bɹeɪn
memic	mi.mɪk
memory	ˈmɛm(ə)ɹi
mendelevium	ˌmɛndəˈliːviəm
menhir	ˈmɛnhɪə
menorah	mɪˈnɔːɹə
menstration	ˌmɛnˈstɹeɪʃən
mental aberration	ˈmɜn.tl̩ ˌæb.əˈɹeɪ.ʃn̩
mentum	ˈmɛn.təm
merchantry	ˈmɜː(ɹ)tʃəntɹi
mercy	ˈmɜːsi
mereology	ˌmɪəɹiˈɒlədʒi
meridian	mɪ-
meritable	ˈmɛɹɪtəbl̩
merlin	ˈmɝlɪn
meropic	mɛˈɹɒpɪk
mesentery	ˈmɛs.ən.tɹi
mesmerize	ˈmɛzməɹaɪz
mesopsammic	ˌmiːsəʊˈsamɪk
mestizo	mɛˈstiː.zoʊ
metabolite	mɪˈtæbəlaɪt
metadata	ˈmɛt.əˌdeɪ.tə
metalloid	ˈmɛtəlɔɪd
metanym	ˈmɛtənɪm
metatime	ˌmɛtəˈtaɪm
meteorology	ˌmiː.tɪ.əˈɹɒl.ə.d͡ʒi
methafurylene	ˌmɛθəˈfjʊəɹɪliːn
mether	ˈmɛðɚ
methodology	meθəˈdɒlədʒi
methylenedioxymethamphetamine	ˈmɛ.θɪ.liːn.daɪ̯.ˈɔk.si.ˈmɛ.θæm.ˈfɛ.tə.min
metical	ˌmɛtɪˈkɑːl
metopomancy	mɪˈtɒpəmænsi
metro-	mɛtɹo
metroscopy	məˈtɹɑ.skəˌpi
mew	mjuː
miaul	miˈaʊl
microbrand	ˈmʌɪkɹə(ʊ)bɹand
microfoam	ˈmʌɪkɹə(ʊ)fəʊm
micropaedic	ˌmaɪkɹə(ʊ)ˈpiːdɪk
microscope	ˈmaɪ.kɹəˌskəʊp
microwear	ˈmaɪkɹoʊˌwɛɹ
midday	mɪdˈdeɪ
midterm	ˈmɪdˌtəɹm
miffed	mɪft
migmatite	mɪɡmətʌɪt
mikado	mɪˈkɑːdəʊ
milch	mɪlt͡ʃ
miles	maɪlz
militancy	ˈmɪlɪtənsi
milkaholic	mɪlkəˈhɔlɪk
millah	ˈmɪlə
milliard	ˈmɪlɪɑːd
millionth	ˈmɪljənθ
milord	mɪˈlɔːd
mimation	mɪˈmeɪʃ(ə)n
mimicry	ˈmɪm.ɪk.ɹi
minarchism	ˈmɪnəˌkɪzəm
mindful	ˈmʌɪndfəl
mineralogy	ˌmɪnəˈɹɒlədʒi
minging	ˈmɪŋɪŋ
mini-me	ˈmɪnimiː
minimal	ˈmɪn.ɪ.məl
ministerial	-ˈstɪəɹ-
minority	mɪˈnɒɹ.ɪ.ti
minter	ˈmɪntə(ɹ)
minutes	ˈmɪnɪts
miracidium	ˌmaɪɹəˈsɪdɪəm
mirative	ˈmɪɹətɪv
mirth	mɜɹθ
misapprehend	mɪsapɹɪˈhɛnd
misbid	mɪsˈbɪd
miscarry	ˌmɪsˈkæɹi
mischanceful	mɪsˈtʃɑːnsfəl
misclaim	ˈmɪskleɪm
miscomment	mɪsˈkɒmənt
misconstruct	ˌmɪskənˈstɹʌkt
miscredit	mɪsˈkɹɛdɪt
misdiet	mɪsˈdaɪət
mise en place	mizɑ̃ˈplas
misery loves company	ˈmɪz(ə)ɹɪ lʌvz ˈkʌmp(ə)ni
misfield	mɪsˈfiːld
misfortune	mɪsˈfɔɹtʃən
misgrip	mɪsˈɡɹɪp
mishegoss	ˌmɪʃəˈɡɒs
misintended	ˌmɪsɪnˈtɛndɪd
mislead	mɪsˈliːd
miso	ˈmisoʊ
misorder	mɪsˈɔː(ɹ)də(ɹ)
misplay	mɪsˈpleɪ
misreference	mɪsˈɹəfɹəns
misrule	mɪsˈɹuːl
misshape	ˈmɪsʃeɪp
misspeaking	mɪsˈspiːkɪŋ
mist	mɪst
mistelle	mɪˈstɛl
mistrain	mɪsˈtɹeɪn
misunderstanding	ˌmɪsʌndəˈstændɪŋ
mito-	mʌɪ.tə(ʊ)
mnemonic	nəˈmɒnɪk
moan	məʊn
mockado	mɒˈkeɪdəʊ
mode	məʊd
modernization	ˌmɒdənaɪˈzeɪʃn̩
modiste	məʊˈdiːst
moist	mɔɪst
moksha	ˈməʊkʃə
moldy	ˈmoʊldi
molest	məˈlɛst
mollitude	ˈmɒlɪtjuːd
mome	məʊm
momo	ˈməʊməʊ
monarch	ˈmɒnək
moneywort	ˈmʌnɪwəːt
mongrel	ˈmʌŋ.ɡɹəl
monitive	ˈmɒnɪtɪv
monkeyshine	ˈmʌnkiˌʃaɪn
monocle	ˈmɑnəkəl
monogamy	məˈnɑɡəmi
monomachy	məˈnɒməki
monoplacophoran	mɒnə(ʊ)pləˈkɒfəɹən
monoxylous	məˈnɒk.sɪ.ləs
monstricide	ˈmɒnstɹɪsaɪd
month	mʌnθ
moo-cow	ˈmuːkaʊ
mook	muːk
moonflower	ˈmuːnflaʊə
moory	ˈmɔːɹi
mopper	ˈmɒpə
moraine	mɒˈɹeɪn
moralizer	ˈmɒ.ɹə.laɪ.zə(ɹ)
morbidezza	ˌmɔː(ɹ)bɪˈdɛtsə
more	mɔː
morepork	ˈmɔːpɔːk
morgue	mɔːɡ
mormo	ˈmɔː(ɹ)məʊ
moron	ˈmɔːɹɒn
morphew	ˈmɔːrfjuː
morphosis	mɔːˈfəʊsɪs
mortarium	mɔːˈtɛːɹɪəm
mortuary	ˈmɔɹt͡ʃəˌwɛɹi
moss	mɒs
most	ˈməʊst
motel	moʊˈtɛl
mother-in-law	ˈmʌ.ðəɹ.ɪnˌlɔː
motherline	ˈmʌðə(ɹ)laɪn
motivate	ˈməʊtɪveɪt
motorway	ˈməʊtəweɪ
motu proprio	məʊtuːˈpɹɒpɹɪəʊ
mountainless	ˈmaʊntɪnləs
mourning	ˈmʊɹnɪŋ
mousse	muːs
mouthpiece	ˈmaʊθˌpiːs
moving	ˈmuːvɪŋ
mth	ɛmθ
mucigenous	mjuːˈsɪdʒɪnəs
mucor	ˈmjuːkə(ɹ)
muddle	ˈmʌdl̩
mugger	ˈmʌɡɚ
muleteer	ˌmjuːləˈtɪə(ɹ)
mullet	ˈmʌlət
multicore	ˈmʌltɪ(ˌ)kɔː
multihull	ˈmʌltihʌl
multiplicand	ˌmʌltəplɪˈkænd
multitalented	ˌmʌltiˈtæləntɪd
mumbo jumbo	mʌmbəʊˈdʒʌmbəʊ
munchies	ˈmʌntʃiz
munge	mʌnd͡ʒ
munity	ˈmjuːnɪti
muon	ˈmjuːɒn
murdered	ˈmɝ.dɚd
murther	ˈmɜː(ɹ)ðə(ɹ)
museless	ˈmjuːzləs
music school	ˈmjuːzɪkˌskuːl
musketeer	ˈmʌskɪtə(ɹ)
muslin	ˈmʌz.lɪn
must	ˈmʌst
musth	mʌsθ
mutatis mutandis	m(j)uːˌtɑːtɪs muːˈtandɪs
mutility	mjuːˈtɪlɪti
myall	ˈmaɪəl
mycophenolate mofetil	ˌmaɪ.koʊˌfɛn.əˌleɪt ˈmoʊ.fəˌtɪl
myelogenous	ˌmaɪəˈlɒd͡ʒɪnəs
mylar	ˈmaɪlɑɹ
myofilament	maɪ.oʊˈfɪləmənt
myostatin	ˈmaɪəʊˌstætɪn
myrmecophyte	məːˈmɛkəfʌɪt
myself	maɪˈsɛlf
mysteries	ˈmɪst(ə)ɹiz
mythic	ˈmɪθɪk
mythology	mɪˈθɒlədʒi
mzee	(ə)mˈzeɪ
ménage à trois	məˌnɑːʒ ɑː ˈt(ɹ)wɑː
nab-	nəb
nacho	ˈnæt͡ʃəʊ
nagger	ˈnæɡɚ
nahual	nəˈwɑːl
naive	nɑːˈiːv
nalbuphine	ˈnæl.bjʊ.fiːn
namaste	ˈnʌməsteɪ
namkeen	nəmˈkin
nanga	ˈnaŋə
nanometre	ˈnænəˌmiːtə(ɹ)
naos	ˈneɪ.ɒs
napoleon	nəˈpəʊlɪən
narcissism	ˈnɑːsəˌsɪzm
narcotize	ˈnɑːkə.tʌɪz
narrate	nəˈɹeɪt
nary	ˈnɛəɹi
nascent	ˈnæs.ənt
nasoduodenal	ˌneɪzoʊduˈɒdənəl
natation	nəˈteɪ.ʃən
natheless	ˈneɪθlɪs
native	ˈneɪtɪv
nature	ˈneɪ.tʃə
nauplius	ˈnɔː.plɪ.əs
nautanki	nɔːˈtaŋki
naysayer	ˈneɪ.ˌseɪ.ə(ɹ)
neat	niːt
nebulously	ˈnɛb.jʊ.ləs.li
necessitous	nəˈsɛ.sə.təs
neckline	ˈnɛkˌlaɪn
necrosectomy	nɛkɹoʊˈzɛktəmi
needful	ˈniːdfəl
negatum	nəˈɡeɪtəm
negligence	ˈnɛɡlɪd͡ʒəns
negritude	ˈnɛɡɹɪtjuːd
neigh	neɪ
neo-Nazist	ˌnioʊ.ˈnɑːts(i.)ɪst
neomycin	ˌniː.ə(ʊ)ˈmʌɪ.sɪn
nephology	nɪˈfɒlədʒi
neprilysin	ˌnɛpɹɪˈlaɪsɪn
nerdy	nɜː(ɹ)di
nerveless	ˈnɜː(ɹ)vləs
neuk	njuːk
neurotransmission	ˌnɝoʊtɹænzˈmɪʃən
neutrophil	ˈnjuːtɹəfɪl
nevertheless	ˈnɛvəðəlɛs
new dawn	njuː ˈdɔːn
newsletter	ˈn(j)uzˌlɛtɚ
nextborn	ˈnɛkst.ˌbɔː(ɹ)n
nibba	ˈnɪɡə
nickname	ˈnɪkneɪm
niddering	ˈnɪdɹɪŋ
nief	niːf
nift	ˈnɪft
nigget	ˈnɪ.dʒət
nightdream	naɪtdɹiːm
nightly	ˈnaɪtli
nihil	ˈnaɪ.əl
nimbed	nɪmd
nin	nɪn
ninety	ˈnaɪn.ti
nipper	ˈnɪpə(ɹ)
nirvanol	ˈnɪɹ.vəˌnɔl
nithe	naɪð
nitrite	ˈnaɪ.tɹaɪt
nitwit	ˈnɪtwɪt
nizatidine	naɪˈzæt.ɪ.diːn
no one	ˈnəʊ wʌn
nob	nɒb
nobly	ˈnəʊbli
noctiluca	ˌnɒk.tɪˈluː.kə
noddy	ˈnɒdi
noetherian	noʊˈθɪəriən
noil	nɔɪl
nom de plume	ˌnɔ̃(m) də ˈpluːm
nominate	ˈnɒm.ə.neɪt
non-animate	ɪnˈænɪmət
nonagon	ˈnɑn.ə.ɡɑn
nondescript	ˈnɒndɪskɹɪpt
nonjuror	nɒnˈdʒʊəɹə
nonplussed	nɒnˈplʌst
noo	nuː
nop	nɒp
northward	ˈnɔɹθwɚd
nosocomial	ˌnɒsəˈkəʊmi.əl
nosy	ˈnəʊziː
notation	noʊˈteɪʃən
nothospecies	ˈnɒθəʊˌspiːʃiz
notoriety	nəʊ.təˈɹaɪ.ə.ti
noun	naʊn
nowhere	ˈnoʊ.(h)wɛɹ
noyous	ˈnɔɪəs
nubcake	ˈnʌbkeɪk
nucleic acid	njuːˈkleɪ.ɪk ˈæsɪd
nudge	nʌdʒ
null	nʌl
num-chuk	ˈnʌmt͡ʃʌk
numerator	ˈnuː.məɹ.ˌeɪ̯.təɹ
numismatics	ˌnjuː.mɪzˈma.tɪks
nunchaku	nʌnˈtʃɑːkuː
nupson	ˈnʌpsən
nurseryman	ˈnəːs(ə)ɹɪmən
nutriture	ˈnjuːtɹɪtʃə(ɹ)
nyc	naɪs
nymphid	ˈnɪmfɪd
o caudata	ˈoː.kɔːˈdeɪtə
oakleaf	ˈəʊkˌliːf
obediential	əʊˌbiːdiˈɛnʃəl
obey	əˈbeɪ
objectification	ɒbˌdʒɛkt.ɪ.fɪˈkeɪ.ʃʌn
objicient	ɒbˈdʒɪsiənt
obligation	ɑb.ləˈɡeɪ.ʃən
obliterate	əbˈlɪtəɹeɪt
obnubilated	ɒbˈnjuːbɪleɪtɪd
obscene	əbˈsiːn
observandum	ˌɒbzə(ɹ)ˈvændəm
obsessed	əbˈsɛst
obsolete	ˈɒbsəliːt
obtund	ɒbˈtʌnd
obviousness	-nəs
occident	ˈɒksɪdənt
