-ahtaa	-ɑhtɑːˣ
karsikkopuu	ˈkɑrsikːoˌpuː
karsinoitua	ˈkɑrsinoi̯tuɑˣ
karstaaminen	ˈkɑrstɑːminen
kartanonrouva	ˈkɑrtɑnonˌrou̯ʋɑ
karting	ˈkɑrtiŋː
kartoittaminen	ˈkɑrtoi̯tːɑminen
karttakokoelma	ˈkɑrtːɑˌkokoelmɑ
karttapalvelu	ˈkɑrtːɑˌpɑlʋelu
karttu	ˈkɑrtːu
kartusiaanimunkki	ˈkɑrtusiɑːniˌmuŋkːi
karva	ˈkɑrʋɑ
karvakaulus	ˈkɑrʋɑˌkɑu̯lus
karvalankamatto	ˈkɑrʋɑˌlɑŋkɑˌmɑtːo
karvanluonti	ˈkɑrʋɑnˌluo̯nti
karvarintainen	ˈkɑrʋɑˌrintɑi̯nen
karvasputki	ˈkɑrʋɑsˌputki
karvoa	ˈkɑrʋoɑˣ
kasakkajoukko	ˈkɑsɑkːɑˌjou̯kːo
kasarmialue	ˈkɑsɑrmiˌɑlueˣ
kasetointi	ˈkɑsetoi̯nti
kasiainen	ˈkɑsiɑi̯nen
kaskenpolttaja	ˈkɑskenˌpoltːɑjɑ
kaskovakuutus	ˈkɑskoˌʋɑkuːtus
kassahallinto	ˈkɑsːɑˌhɑlːinto
kassalipas	ˈkɑsːɑˌlipɑs
kassara	ˈkɑsːɑrɑ
kasteinen	ˈkɑstei̯nen
kasteluauto	ˈkɑsteluˌɑu̯to
kastepisara	ˈkɑsteˣˌpisɑrɑ
kastijako	ˈkɑstiˌjɑko
kastliina	ˈkɑstˌliːnɑ
kasuuni	ˈkɑsuːni
kasvattivanhemmat	ˈkɑsʋɑtːiˌʋɑnhemːɑt
kasvatusjärjestelmä	ˈkɑsʋɑtusˌjærjestelmæ
kasvatusopillinen	ˈkɑsʋɑtusˌopilːinen
kasvatustoimi	ˈkɑsʋɑtusˌtoi̯mi
kasviekologi	ˈkɑsʋiˌekoloɡi
kasvihuonepäästö	ˈkɑsʋiˌhuo̯neˣˌpæːstø
kasviliima	ˈkɑsʋiˌliːmɑ
kasvineste	ˈkɑsʋiˌnesteˣ
kasvintarkastus	ˈkɑsʋinˌtɑrkɑstus
kasvipaleontologia	ˈkɑsʋiˌpɑleontoˌloɡiɑ
kasvirasva	ˈkɑsʋiˌrɑsʋɑ
kasvismuhennos	ˈkɑsʋisˌmuhenːos
kasvisruokavalio	ˈkɑsʋisˌruo̯kɑˌʋɑlio
kasvitieteilijä	ˈkɑsʋiˌtie̯tei̯lijæ
kasviyhdyskunta	ˈkɑsʋiˌyhdysˌkuntɑ
kasvokuva	ˈkɑsʋoˌkuʋɑ
kasvopyyhe	ˈkɑsʋoˌpyːheˣ
kasvualusta	ˈkɑsʋuˌɑlustɑ
kasvulehti	ˈkɑsʋuˌlehti
kasvupaikkatekijä	ˈkɑsʋuˌpɑi̯kːɑˌtekijæ
kasvutiheys	ˈkɑsʋuˌtiheys
katajanhavu	ˈkɑtɑjɑnˌhɑʋu
katalasti	ˈkɑtɑlɑstiˣ
katapultti-istuin	ˈkɑtɑpultːiˌ(ʔ)istui̯n
katastrofielokuva	ˈkɑtɑstrofiˌeloˌkuʋɑ
katederi	ˈkɑtederi
kateisiin	ˈkɑtei̯siːn
katenointi	ˈkɑtenoi̯nti
katetuottolaskenta	ˈkɑteˣˌtuo̯tːoˌlɑskentɑ
katkaisija	ˈkɑtkɑi̯sijɑ
katkaisupeli	ˈkɑtkɑi̯suˌpeli
katkeileminen	ˈkɑtkei̯leminen
katkero	ˈkɑtkero
katkola	ˈkɑtkolɑ
katoalue	ˈkɑtoˌɑlueˣ
katodisädeputki	ˈkɑtodiˌsædeˣˌputki
katosvuode	ˈkɑtosˌʋuo̯deˣ
katsanto	ˈkɑtsɑnto
katsausartikkeli	ˈkɑtsɑusˌɑrtikːeli
katselmustoimitus	ˈkɑtselmusˌtoi̯mitus
katsoja	ˈkɑtsojɑ
kattaja	ˈkɑtːɑjɑ
kattilalaitteisto	ˈkɑtːilɑˌlɑi̯tːei̯sto
kattolamppu	ˈkɑtːoˌlɑmpːu
kattopaanu	ˈkɑtːoˌpɑːnu
kattoulkonema	ˈkɑtːoˌulkonemɑ
katuhaastattelu	ˈkɑtuˌhɑːstɑtːelu
katukivetys	ˈkɑtuˌkiʋetys
katumaasturi	ˈkɑtuˌmɑːsturi
katuoja	ˈkɑtuˌojɑ
katusulku	ˈkɑtuˌsulku
katuvieri	ˈkɑtuˌʋie̯ri
kauaskantoisuus	ˈkɑu̯ɑsˌkɑntoi̯suːs
kauhakuormain	ˈkɑu̯hɑˌkuo̯rmɑi̯n
kauhistua	ˈkɑu̯histuɑˣ
kauhukertomus	ˈkɑu̯huˌkertomus
kauhupeli	ˈkɑu̯huˌpeli
kauin	ˈkɑu̯i̯n
kaukohakulaite	ˈkɑu̯koˌhɑkuˌlɑi̯teˣ
kaukokäsi	ˈkɑu̯koˌkæsi
kaukolämmitteinen	ˈkɑu̯koˌlæmːitːei̯nen
kaukomuisti	ˈkɑu̯koˌmui̯sti
kaukoputki	ˈkɑu̯koˌputki
kaukotaittoinen	ˈkɑu̯koˌtɑi̯tːoi̯nen
kaulailla	ˈkɑu̯lɑi̯lːɑˣ
kaularauta	ˈkɑu̯lɑˌrɑu̯tɑ
kaulia	ˈkɑu̯liɑˣ
kaulussaapas	ˈkɑu̯lusˌsɑːpɑs
kauneudenkaipuu	ˈkɑu̯neu̯denˌkɑi̯puː
kauneusnaamio	ˈkɑu̯neusˌnɑːmio
kaunissointinen	ˈkɑu̯nisˌsoi̯ntinen
kaunokirja	ˈkɑu̯noˌkirjɑ
kaunosilmä	ˈkɑu̯noˌsilmæ
kaupantekiäiset	ˈkɑu̯pɑnˌtekiæi̯set
kauppa-agentti	ˈkɑu̯pːɑˌ(ʔ)ɑɡentːi
kauppaherruus	ˈkɑu̯pːɑˌherːuːs
kauppakorkeakoulu	ˈkɑu̯pːɑˌkorkeɑˌkou̯lu
kauppalista	ˈkɑu̯pːɑˌlistɑ
kauppanimitys	ˈkɑu̯pːɑˌnimitys
kauppasalaisuus	ˈkɑu̯pːɑˌsɑlɑi̯suːs
kauppatuttava	ˈkɑu̯pːɑˌtutːɑʋɑ
kaupunginosayhdistys	ˈkɑu̯puŋːinˌosɑˌyhdistys
kaupunkiasunto	ˈkɑu̯puŋkiˌɑsunto
kaupunkikortti	ˈkɑu̯puŋkiˌkortːi
kaupunkilaisuus	ˈkɑu̯puŋkilɑi̯suːs
kaupunkimaistua	ˈkɑu̯puŋkimɑi̯stuɑˣ
kaupunkirakentaminen	ˈkɑu̯puŋkiˌrɑkentɑminen
kaupunkitila	ˈkɑu̯puŋkiˌtilɑ
kaurahattu	ˈkɑu̯rɑˌhɑtːu
kauranjyvä	ˈkɑu̯rɑnˌjyʋæ
kausaali-finaali	ˈkɑu̯sɑːliˌfinɑːli
kausiasuinpaikka	ˈkɑu̯siˌɑsui̯nˌpɑi̯kːɑ
kauttakulkukauppa	ˈkɑu̯tːɑˌkulkuˌkɑu̯pːɑ
kavahtaa	ˈkɑʋɑhtɑːˣ
kave	ˈkɑʋeˣ
kaveriporukka	ˈkɑʋeriˌporukːɑ
kaviteetti	ˈkɑʋiteːtːi
kebula	ˈkebulɑ
kehintä	ˈkehintæ
kehittyneisyys	ˈkehitːynei̯syːs
kehitysalue	ˈkehitysˌɑlueˣ
kehitysikä	ˈkehitysˌikæ
kehitysmaantiede	ˈkehitysˌmɑːnˌtie̯deˣ
kehityspsykologia	ˈkehitysˌpsykoˌloɡiɑ
kehitysvammatyö	ˈkehitysˌʋɑmːɑˌtyø̯
kehkeytyä	ˈkehkey̯tyæˣ
keho	ˈkeho
kehotushuuto	ˈkehotusˌhuːto
kehräs	ˈkehræs
kehräämö	ˈkehræːmø
kehuskeleminen	ˈkehuskeleminen
kehysliike	ˈkehysˌliːkeˣ
kehystää	ˈkehystæːˣ
kehälehti	ˈkehæˌlehti
kehäviittaus	ˈkehæˌʋiːtːɑus
keihästäminen	ˈkei̯hæstæminen
keijusto	ˈkei̯justo
keikka	ˈkei̯kːɑ
keila	ˈkei̯lɑ
keilarata	ˈkei̯lɑˌrɑtɑ
keino-	ˈkei̯no-
keinonahka	ˈkei̯noˌnɑhkɑ
keinovalo	ˈkei̯noˌʋɑlo
keinuttaa	ˈkei̯nutːɑːˣ
keisarikunta	ˈkei̯sɑriˌkuntɑ
keisarityyli	ˈkei̯sɑriˌtyːli
keitinpiirakka	ˈkei̯tinˌpiːrɑkːɑ
keittiöhenkilökunta	ˈkei̯tːiøˌheŋkiløˌkuntɑ
keittiösakset	ˈkei̯tːiøˌsɑkset
keittokirja	ˈkei̯tːoˌkirjɑ
keittomaali	ˈkei̯tːoˌmɑːli
keittotaso	ˈkei̯tːoˌtɑso
kekkuli	ˈkekːuli
keksijäätelö	ˈkeksiˌjæːtelø
keksinvarsi	ˈkeksinˌʋɑrsi
kela	ˈkelɑ
kelaus	ˈkelɑus
keljumainen	ˈkeljumɑi̯nen
kelkkatie	ˈkelkːɑˌtie̯
kellarikomero	ˈkelːɑriˌkomero
kellauttaminen	ˈkelːɑutːɑminen
kelli	ˈkelːi
kellojakso	ˈkelːoˌjɑkso
kellolaite	ˈkelːoˌlɑi̯teˣ
kellonmuotoinen	ˈkelːonˌmuo̯toi̯nen
kellonvitjat	ˈkelːonˌʋitjɑt
kelluke	ˈkelːukeˣ
kelluva	ˈkelːuʋɑ
kelohirsi	ˈkeloˌhirsi
kelpoinen	ˈkelpoi̯nen
kelta	ˈkeltɑ
keltakulta	ˈkeltɑˌkultɑ
keltapussihämähäkki	ˈkeltɑˌpusːiˌhæmæhækːi
kelteisillä	ˈkeltei̯silːæ
kelvinasteikko	ˈkelʋinˌɑstei̯kːo
kemianopettaja	ˈkemiɑnˌopetːɑjɑ
kemikaaliliike	ˈkemikɑːliˌliːkeˣ
kemiönsaarelainen	ˈkemiønˌsɑːrelɑi̯nen
kengittää	ˈkeŋːitːæːˣ
kengänkärki	ˈkeŋːænˌkærki
kenkku	ˈkeŋkːu
kenkälaatikko	ˈkeŋkæˌlɑːtikːo
kenneltoiminta	ˈkenːelˌtoi̯mintɑ
kenokaulainen	ˈkenoˌkɑu̯lɑi̯nen
kenraaliluutnantti	ˈkenrɑːliˌluːtnɑntːi
kenttäkalmisto	ˈkentːæˌkɑlmisto
kenttälaji	ˈkentːæˌlɑji
kenttäpakki	ˈkentːæˌpɑkːi
kenttäratsastus	ˈkentːæˌrɑtsɑstus
kenttäväki	ˈkentːæˌʋæki
kepittää	ˈkepitːæːˣ
keppostella	ˈkepːostelːɑˣ
keralle	ˈkerɑlːeˣ
keravalainen	ˈkerɑʋɑlɑi̯nen
keri	ˈkeri
kerjäillä	ˈkerjæi̯lːæˣ
kerjäys	ˈkerjæys
kermajauhe	ˈkermɑˌjɑu̯heˣ
kermamaito	ˈkermɑˌmɑi̯to
kermoittua	ˈkermoi̯tːuɑˣ
kerrannaisuus	ˈkerːɑnːɑi̯suːs
kerroksellisuus	ˈkerːokselːisuːs
kerroshyppy	ˈkerːosˌhypːy
kerrospinta-ala	ˈkerːosˌpintɑˌ(ʔ)ɑlɑ
kerrosteinen	ˈkerːostei̯nen
kerska	ˈkerskɑ
kerta-annos	ˈkertɑˌ(ʔ)ɑnːos
kertakäyttöhyödyke	ˈkertɑˌkæy̯tːøˌhyø̯dykeˣ
kertakäyttöpullo	ˈkertɑˌkæy̯tːøˌpulːo
kertarysäys	ˈkertɑˌrysæys
kertautuminen	ˈkertɑu̯tuminen
kertomarunollinen	ˈkertomɑˌrunolːinen
kerttu	ˈkertːu
keräilykivi	ˈkeræi̯lyˌkiʋi
keräymä	ˈkeræy̯mæ
kerääntyä	ˈkeræːntyæˣ
kesintä	ˈkesintæ
keskeisyys	ˈkeskei̯syːs
keskempänä	ˈkeskempænæ
keskeyksiin	ˈkeskeyksiːn
keskeytymätön	ˈkeskey̯tymætøn
keskiaasianpaimenkoira	ˈkeskiˌɑːsiɑnˌpɑi̯menˌkoi̯rɑ
keskiaste	ˈkeskiˌɑsteˣ
keskikaide	ˈkeskiˌkɑi̯deˣ
keskikorva	ˈkeskiˌkorʋɑ
keskiluokkaisuus	ˈkeskiˌluo̯kːɑi̯suːs
keskimurre	ˈkeskiˌmurːeˣ
keskiolutbaari	ˈkeskiˌolutˌbɑːri
keskipakopumppu	ˈkeskiˌpɑkoˌpumpːu
keskipääty	ˈkeskiˌpæːty
keskitiheys	ˈkeskiˌtiheys
keskittäytyminen	ˈkeskitːæy̯tyminen
keskivaiheilta	ˈkeskiˌʋɑi̯hei̯ltɑ
keskiviikko	ˈkeskiˌʋiːkːo
keskiyö	ˈkeskiˌyø̯
keskushermostollinen	ˈkeskusˌhermostolːinen
keskusliike	ˈkeskusˌliːkeˣ
keskuspaikka	ˈkeskusˌpɑi̯kːɑ
keskustalainen	ˈkeskustɑlɑi̯nen
keskustelualue	ˈkeskusteluˌɑlueˣ
keskusteluryhmä	ˈkeskusteluˌryhmæ
keskusvalvomo	ˈkeskusˌʋɑlʋomo
kessutteleminen	ˈkesːutːeleminen
kestohyödyke	ˈkestoˌhyø̯dykeˣ
kestopäällystää	ˈkestoˌpæːlːystæːˣ
kestävyysharjoittelu	ˈkestæʋyːsˌhɑrjoi̯tːelu
kestää	ˈkestæːˣ
kesyttyminen	ˈkesytːyminen
kesäasunto	ˈkesæˌɑsunto
kesäisesti	ˈkesæi̯sestiˣ
kesäkoti	ˈkesæˌkoti
kesäleski	ˈkesæˌleski
kesänaikainen	ˈkesænˌɑi̯kɑi̯nen
kesäpäivänseisaus	ˈkesæˌpæi̯ʋænˌsei̯sɑus
kesätapahtuma	ˈkesæˌtɑpɑhtumɑ
kesätyö	ˈkesæˌtyø̯
kesäöljy	ˈkesæˌøljy
ketjulukko	ˈketjuˌlukːo
ketjusilmukka	ˈketjuˌsilmukːɑ
ketkuilla	ˈketkui̯lːɑˣ
ketohanhikki	ˈketoˌhɑnhikːi
ketoruokavalio	ˈketoˌruo̯kɑˌʋɑlio
ketunmyrkky	ˈketunˌmyrkːy
ketuttaminen	ˈketutːɑminen
keuhkolaajentuma	ˈkeu̯hkoˌlɑːjentumɑ
keuhkorutto	ˈkeu̯hkoˌrutːo
keuhkoveritulppa	ˈkeu̯hkoˌʋeriˌtulpːɑ
keulaportti	ˈkeu̯lɑˌportːi
kevennellä	ˈkeʋenːelːæˣ
kevytbetoni	ˈkeʋytˌbetoni
kevytlevite	ˈkeʋytˌleʋiteˣ
kevytpiimä	ˈkeʋytˌpiːmæ
kevytvene	ˈkeʋytˌʋeneˣ
kevätaamu	ˈkeʋætˌɑːmu
kevätkausi	ˈkeʋætˌkɑu̯si
kevätmuoti	ˈkeʋætˌmuo̯ti
kevätsää	ˈkeʋætˌsæː
keynesiläisyys	ˈkey̯nesilæi̯syːs
kiasma	ˈkiɑsmɑ
kidnapata	ˈkidnɑpɑtɑˣ
kidusvaltimo	ˈkidusˌʋɑltimo
kiekaus	ˈkie̯kɑus
kiekonheitto	ˈkie̯konˌhei̯tːo
kieleke	ˈkie̯lekeˣ
kielenopiskelu	ˈkie̯lenˌopiskelu
kielentutkimus	ˈkie̯lenˌtutkimus
kieliasu	ˈkie̯liˌɑsu
kielikohtainen	ˈkie̯liˌkohtɑi̯nen
kielinen	ˈkie̯linen
kieliperhe	ˈkie̯liˌperheˣ
kieliresurssi	ˈkie̯liˌresursːi
kielitaito	ˈkie̯liˌtɑi̯to
kielitunne	ˈkie̯liˌtunːeˣ
kieliyhteisö	ˈkie̯liˌyhtei̯sø
kieltenopetus	ˈkie̯ltenˌopetus
kieltäymyksellinen	ˈkie̯ltæy̯mykselːinen
kiepaus	ˈkie̯pɑus
kiepsaus	ˈkie̯psɑus
kieroluonteinen	ˈkie̯roˌluo̯ntei̯nen
kierrekansi	ˈkie̯rːeˣˌkɑnsi
kierremutteri	ˈkie̯rːeˣˌmutːeri
kierretyökalu	ˈkie̯rːeˣˌtyø̯ˌkɑlu
kierroslukumittari	ˈkie̯rːosˌlukuˌmitːɑri
kierrätyslasi	ˈkie̯rːætysˌlɑsi
kierteitystappi	ˈkie̯rtei̯tysˌtɑpːi
kiertokasvi	ˈkie̯rtoˌkɑsʋi
kiertoliike	ˈkie̯rtoˌliːkeˣ
kiertoprosessi	ˈkie̯rtoˌprosesːi
kiertoviljely	ˈkie̯rtoˌʋiljely
kiertää	ˈkie̯rtæːˣ
kieryys	ˈkie̯ryːs
kietaisuhame	ˈkie̯tɑi̯suˌhɑmeˣ
kihara	ˈkihɑrɑ
kihartaminen	ˈkihɑrtɑminen
kihlakunnankäräjät	ˈkihlɑˌkunːɑnˌkæræjæt
kihlautua	ˈkihlɑu̯tuɑˣ
kihomato	ˈkihoˌmɑto
kiidättäminen	ˈkiːdætːæminen
kiihdytysauto	ˈkiːhdytysˌɑu̯to
kiihkoilla	ˈkiːhkoi̯lːɑˣ
kiihkomielinen	ˈkiːhkoˌmie̯linen
kiihottaa	ˈkiːhotːɑːˣ
kiihotusaine	ˈkiːhotusˌɑi̯neˣ
kiihtyvyys	ˈkiːhtyʋyːs
kiikku	ˈkiːkːu
kiilakivi	ˈkiːlɑˌkiʋi
kiillellä	ˈkiːlːelːæˣ
kiiltokuva	ˈkiːltoˌkuʋɑ
kiiltopinta	ˈkiːltoˌpintɑ
kiiltäväpintainen	ˈkiːltæʋæˌpintɑi̯nen
kiimainen	ˈkiːmɑi̯nen
kiinalaisnainen	ˈkiːnɑlɑi̯sˌnɑi̯nen
kiinnempänä	ˈkiːnːempænæ
kiinnitin	ˈkiːnːitin
kiinnitysköysi	ˈkiːnːitysˌkøy̯si
kiinnityssuola	ˈkiːnːitysˌsuo̯lɑ
kiinteistö	ˈkiːntei̯stø
kiinteistöluettelo	ˈkiːntei̯støˌluetːelo
kiinteistönpito	ˈkiːntei̯stønˌpito
kiinteistötaloustiede	ˈkiːntei̯støˌtɑlousˌtie̯deˣ
kiintiöinti	ˈkiːntiøi̯nti
kiintoisasti	ˈkiːntoi̯sɑstiˣ
kiintoluku	ˈkiːntoˌluku
kiintorasti	ˈkiːntoˌrɑsti
kiintynyt	ˈkiːntynyt
kiirastorstai	ˈkiːrɑsˌtorstɑi̯
kiireetön	ˈkiːreːtøn
kiiriä	ˈkiːriæˣ
kiisseli	ˈkiːsːeli
kiistattomuus	ˈkiːstɑtːomuːs
kiisu	ˈkiːsu
kiitollisuudenvelka	ˈkiːtolːisuːdenˌʋelkɑ
kiitosrukous	ˈkiːtosˌrukous
kiittää	ˈkiːtːæːˣ
kiivasluonteinen	ˈkiːʋɑsˌluo̯ntei̯nen
kiivilintu	ˈkiːʋiˌlintu
kikkelikuva	ˈkikːeliˌkuʋɑ
kili	ˈkili
kiljahdella	ˈkiljɑhdelːɑˣ
kiljuva	ˈkiljuʋɑ
killeri	ˈkilːeri
killutin	ˈkilːutin
kilometreittäin	ˈkiloˌmetrei̯tːæi̯n
kilowatti	ˈkiloˌwɑtːi
kilpahiihtäjä	ˈkilpɑˌhiːhtæjæ
kilpailukausi	ˈkilpɑi̯luˌkɑu̯si
kilpailuneuvosto	ˈkilpɑi̯luˌneu̯ʋosto
kilpailutalous	ˈkilpɑi̯luˌtɑlous
kilpakävelijä	ˈkilpɑˌkæʋelijæ
kilparatsu	ˈkilpɑˌrɑtsu
kilpavene	ˈkilpɑˌʋeneˣ
kilpikonnaliemi	ˈkilpiˌkonːɑˌlie̯mi
kilpirusto	ˈkilpiˌrusto
kiltteys	ˈkiltːeys
kimakasti	ˈkimɑkɑstiˣ
kimallus	ˈkimɑlːus
kimeä-ääninen	ˈkimeæˌ(ʔ)æːninen
kimmastua	ˈkimːɑstuɑˣ
kimmomoduuli	ˈkimːoˌmoduːli
kimpaantua	ˈkimpɑːntuɑˣ
kimppuun	ˈkimpːuːn
kinailla	ˈkinɑi̯lːɑˣ
kinkaju	ˈkiŋkɑju
kinkkumunakas	ˈkiŋkːuˌmunɑkɑs
kinnaspari	ˈkinːɑsˌpɑri
kinostuma	ˈkinostumɑ
kinuskikastike	ˈkinuskiˌkɑstikeˣ
kipaisu	ˈkipɑi̯su
kiperästi	ˈkiperæstiˣ
kipinäverkko	ˈkipinæˌʋerkːo
kipparinlakki	ˈkipːɑrinˌlɑkːi
kippivaunu	ˈkipːiˌʋɑu̯nu
kippuranenäinen	ˈkipːurɑˌnenæi̯nen
kipsikuva	ˈkipsiˌkuʋɑ
kipukynnys	ˈkipuˌkynːys
kirahvi	ˈkirɑhʋi
kireästi	ˈkireæstiˣ
kiristely	ˈkiristely
kiristyä	ˈkiristyæˣ
kirjaamismaksu	ˈkirjɑːmisˌmɑksu
kirjailla	ˈkirjɑi̯lːɑˣ
kirjainmerkki	ˈkirjɑi̯nˌmerkːi
kirjakauppa	ˈkirjɑˌkɑu̯pːɑ
kirjallinen	ˈkirjɑlːinen
kirjallisuushistoriallinen	ˈkirjɑlːisuːsˌhistoriɑlːinen
kirjankustannus	ˈkirjɑnˌkustɑnːus
kirjanpitojärjestelmä	ˈkirjɑnˌpitoˌjærjestelmæ
kirjanpitovihko	ˈkirjɑnˌpitoˌʋihko
kirjapainotekniikka	ˈkirjɑˌpɑi̯noˌtekniːkːɑ
kirjasinperhe	ˈkirjɑsinˌperheˣ
kirjastokorvaus	ˈkirjɑstoˌkorʋɑus
kirjastotalo	ˈkirjɑstoˌtɑlo
kirjatäi	ˈkirjɑˌtæi̯
kirjavuus	ˈkirjɑʋuːs
kirjekerho	ˈkirjeˣˌkerho
kirjepaperilehtiö	ˈkirjeˣˌpɑperiˌlehtiø
kirjo	ˈkirjo
kirjoittajapiiri	ˈkirjoi̯tːɑjɑˌpiːri
kirjoituskilpailu	ˈkirjoi̯tusˌkilpɑi̯lu
kirjoituspää	ˈkirjoi̯tusˌpæː
kirjokansi	ˈkirjoˌkɑnsi
kirjotähti	ˈkirjoˌtæhti
kirkassolukerros	ˈkirkɑsˌsoluˌkerːos
kirkasvetinen	ˈkirkɑsˌʋetinen
kirkkohallinto	ˈkirkːoˌhɑlːinto
kirkkokolehti	ˈkirkːoˌkolehti
kirkkomaalari	ˈkirkːoˌmɑːlɑri
kirkkorauha	ˈkirkːoˌrɑu̯hɑ
kirkkotekstiili	ˈkirkːoˌtekstiːli
kirkollisesti	ˈkirkolːisestiˣ
kirkonmeno	ˈkirkonˌmeno
kirkottaa	ˈkirkotːɑːˣ
kiroileminen	ˈkiroi̯leminen
kirpeäsanainen	ˈkirpeæˌsɑnɑi̯nen
kirsi	ˈkirsi
kirskaus	ˈkirskɑus
kirurgia	ˈkirurɡiɑ
kirvellys	ˈkirʋelːys
kirvesvarsi	ˈkirʋesˌʋɑrsi
kisatyttö	ˈkisɑˌtytːø
kiskopari	ˈkiskoˌpɑri
kissa-allergia	ˈkisːɑˌ(ʔ)ɑlːerɡiɑ
kissanmaito	ˈkisːɑnˌmɑi̯to
kisälli	ˈkisælːi
kitaransoitto	ˈkitɑrɑnˌsoi̯tːo
kiteyttäminen	ˈkiteytːæminen
kitkainen	ˈkitkɑi̯nen
kitkeminen	ˈkitkeminen
kitosaani	ˈkitosɑːni
kitti	ˈkitːi
kituliaisuus	ˈkituliɑi̯suːs
kiukkuinen	ˈkiu̯kːui̯nen
kiukutella	ˈkiu̯kutelːɑˣ
kiuruveteläinen	ˈkiu̯ruˌʋetelæi̯nen
kiusanteko	ˈkiu̯sɑnˌteko
kivellinen	ˈkiʋelːinen
kivenmukura	ˈkiʋenˌmukurɑ
kivennäisravinne	ˈkiʋenːæi̯sˌrɑʋinːeˣ
kivettymä	ˈkiʋetːymæ
kiviarkku	ˈkiʋiˌɑrkːu
kivihiiliesiintymä	ˈkiʋiˌhiːliˌesiːntymæ
kivijalkapaita	ˈkiʋiˌjɑlkɑˌpɑi̯tɑ
kivikatu	ˈkiʋiˌkɑtu
kivikkoranta	ˈkiʋikːoˌrɑntɑ
kivilaituri	ˈkiʋiˌlɑi̯turi
kivimöhkäle	ˈkiʋiˌmøhkæleˣ
kivipari	ˈkiʋiˌpɑri
kivipora	ˈkiʋiˌporɑ
kivirakka	ˈkiʋiˌrɑkːɑ
kivisammal	ˈkiʋiˌsɑmːɑl
kivistäminen	ˈkiʋistæminen
kivitavara	ˈkiʋiˌtɑʋɑrɑ
kivityöläinen	ˈkiʋiˌtyø̯læi̯nen
kivulloisuus	ˈkiʋulːoi̯suːs
kiväärikomppania	ˈkiʋæːriˌkompːɑniɑ
kivääriote	ˈkiʋæːriˌoteˣ
klassifioiminen	ˈklɑsːifioi̯minen
klementiini	ˈklementiːni
kliimaksi	ˈkliːmɑksi
klinozoisiitti	ˈklinoˌtsoi̯siːtːi
klooninen	ˈkloːninen
klorogeenihappo	ˈkloroɡeːniˌhɑpːo
knalli	ˈknɑlːi
kodanpohja	ˈkodɑnˌpohjɑ
kodinohjausjärjestelmä	ˈkodinˌohjɑusˌjærjestelmæ
koeala	ˈkoeˣˌɑlɑ
koekierros	ˈkoeˣˌkie̯rːos
koenumero	ˈkoeˣˌnumero
koetehdas	ˈkoeˣˌtehdɑs
koetteelle	ˈkoetːeːlːeˣ
koeäänestys	ˈkoeˣˌæːnestys
kohaus	ˈkohɑus
kohde	ˈkohdeˣ
kohdevalaisin	ˈkohdeˣˌʋɑlɑi̯sin
kohdunlaskeuma	ˈkohdunˌlɑskeu̯mɑ
kohelo	ˈkohelo
kohinasalpa	ˈkohinɑˌsɑlpɑ
kohmetus	ˈkohmetus
kohokkikasvi	ˈkohokːiˌkɑsʋi
kohopainokone	ˈkohoˌpɑi̯noˌkoneˣ
kohottua	ˈkohotːuɑˣ
kohtalaisesti	ˈkohtɑlɑi̯sestiˣ
kohtalotoveri	ˈkohtɑloˌtoʋeri
kohteliaisuussääntö	ˈkohteliɑi̯suːsˌsæːntø
kohtuudenmukainen	ˈkohtuːdenˌmukɑi̯nen
kohtuuttomasti	ˈkohtuːtːomɑstiˣ
koilliskolkka	ˈkoi̯lːisˌkolkːɑ
koipeliini	ˈkoi̯peliːni
koirahyökkäys	ˈkoi̯rɑˌhyø̯kːæys
koirankuje	ˈkoi̯rɑnˌkujeˣ
koiranäyttely	ˈkoi̯rɑˌnæy̯tːely
koiravahti	ˈkoi̯rɑˌʋɑhti
koittaminen	ˈkoi̯tːɑminen
koivukuja	ˈkoi̯ʋuˌkujɑ
koivunurpu	ˈkoi̯ʋunˌurpu
kojepistoke	ˈkojeˣˌpistokeˣ
kokapensas	ˈkokɑˌpensɑs
kokeilukoulu	ˈkokei̯luˌkou̯lu
kokemäkeläinen	ˈkokeˌmækelæi̯nen
kokkaaminen	ˈkokːɑːminen
kokko	ˈkokːo
kokoaikainen	ˈkokoˌɑi̯kɑi̯nen
kokoelmatyö	ˈkokoelmɑˌtyø̯
kokoliha	ˈkokoˌlihɑ
kokonaisenergia	ˈkokonɑi̯sˌenerɡiɑ
kokonaisilmaisu	ˈkokonɑi̯sˌilmɑi̯su
kokonaisnäkemys	ˈkokonɑi̯sˌnækemys
kokonaistappio	ˈkokonɑi̯sˌtɑpːio
kokonaisvaltainen	ˈkokonɑi̯sˌʋɑltɑi̯nen
kokoojakatu	ˈkokoːjɑˌkɑtu
kokoonpano	ˈkokoːnˌpɑno
kokoontumislaki	ˈkokoːntumisˌlɑki
kokopäiväinen	ˈkokoˌpæi̯ʋæi̯nen
kokotauko	ˈkokoˌtɑu̯ko
kokouspalkkio	ˈkokousˌpɑlkːio
kokovartalopeili	ˈkokoˌʋɑrtɑloˌpei̯li
koksiitti	ˈkoksiːtːi
kolahtaminen	ˈkolɑhtɑminen
kolaroida	ˈkolɑroi̯dɑˣ
kolerabakteeri	ˈkolerɑˌbɑkteːri
